Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
17908-HAR,Female,75,No,Haryana,14,21,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.9,2217.15,0,0,478.33,2695.48,Churned,Attitude,"Attitude of support person"
17908-RAJ,Female,66,No,Rajasthan,12,13,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Mailed Check",19.6,561.15,13.07,0,416.07,964.15,Stayed,Others,Others
17909-PUD,Male,48,Yes,Puducherry,6,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.05,1423.65,0,0,3401.28,4824.93,Stayed,Others,Others
17950-AND,Female,60,No,"Andhra Pradesh",6,30,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.2,3198.6,0,0,1462,4660.6,Churned,Dissatisfaction,"Network reliability"
17956-WES,Male,57,No,"West Bengal",2,6,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",49.9,1441.95,0,100,166.8,1708.75,Stayed,Others,Others
17974-JAM,Male,68,No,"Jammu & Kashmir",1,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.25,1278.8,5.15,0,667.34,1940.99,Stayed,Others,Others
18034-KER,Male,33,Yes,Kerala,2,15,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.8,69.8,0,0,11.08,80.88,Churned,Dissatisfaction,"Service dissatisfaction"
18036-TAM,Male,34,No,"Tamil Nadu",8,13,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.5,50.5,0,0,39.58,90.08,Churned,Competitor,"Competitor made better offer"
18063-TEL,Female,43,Yes,Telangana,3,18,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.9,1337.45,0,0,389.2,1726.65,Stayed,Others,Others
18063-UTT,Female,23,Yes,"Uttar Pradesh",8,1,"Deal 4",Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",61.15,1422.05,0,80,945.56,2447.61,Churned,Dissatisfaction,"Service dissatisfaction"
18064-KER,Female,74,No,Kerala,5,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",20.3,459.95,0,0,441.36,901.31,Stayed,Others,Others
18064-MAH,Female,21,Yes,Maharashtra,4,10,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",96.2,639.7,0,0,321.51,961.21,Stayed,Others,Others
18072-AND,Female,60,Yes,"Andhra Pradesh",7,26,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.05,637.55,0,0,341.4,978.95,Stayed,Others,Others
18081-TAM,Female,20,Yes,"Tamil Nadu",11,7,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.95,1043.4,0,0,480.72,1524.12,Stayed,Others,Others
18103-KAR,Male,47,Yes,Karnataka,5,10,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,"Credit Card",78.9,2976.95,0,30,1569.17,4576.12,Stayed,Others,Others
18125-TEL,Male,56,No,Telangana,4,36,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",99.15,7422.1,0,0,2077.92,9500.02,Stayed,Others,Others
18152-ODI,Female,27,Yes,Odisha,15,8,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",103.1,970.45,18.62,0,399.33,1351.16,Stayed,Others,Others
18160-KAR,Male,54,No,Karnataka,13,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.85,178.8,0,0,366.66,545.46,Stayed,Others,Others
18203-UTT,Female,42,No,"Uttar Pradesh",3,13,None,No,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",44.55,343.45,0,0,0,343.45,Stayed,Others,Others
18214-MAH,Female,29,No,Maharashtra,9,34,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",100.9,5448.6,0,0,2264.9,7713.5,Stayed,Others,Others
18220-JHA,Male,35,No,Jharkhand,12,19,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.5,630.6,44.42,0,592.25,1178.43,Stayed,Others,Others
18223-MAD,Male,32,No,"Madhya Pradesh",14,2,None,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",39.4,825.4,0,0,0,825.4,Stayed,Others,Others
18228-AND,Female,32,Yes,"Andhra Pradesh",6,21,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",48.55,48.55,0,0,11.35,59.9,Churned,Attitude,"Attitude of support person"
18231-MAH,Female,77,Yes,Maharashtra,6,9,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",110.25,7467.55,0,0,1614.6,9082.15,Stayed,Others,Others
18238-JAM,Female,69,Yes,"Jammu & Kashmir",1,14,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.9,1259,0,0,190.96,1449.96,Churned,Competitor,"Competitor made better offer"
18247-GUJ,Female,53,Yes,Gujarat,1,32,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24,1183.05,0,0,1479.36,2662.41,Stayed,Others,Others
18252-ASS,Male,55,No,Assam,2,26,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.5,1177.95,5.83,0,2251.7,3423.82,Stayed,Others,Others
18280-DEL,Male,76,No,Delhi,0,6,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,No,Yes,"Two Year",Yes,"Credit Card",102.65,7550.3,0,0,2052,9602.3,Stayed,Others,Others
18308-MAH,Female,54,No,Maharashtra,2,21,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",105.55,7405.5,0,0,1776.42,9181.92,Stayed,Others,Others
18312-RAJ,Female,33,No,Rajasthan,1,14,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.45,1451.6,0,0,811.92,2263.52,Churned,Attitude,"Attitude of support person"
18329-HAR,Female,26,Yes,Haryana,8,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",-4,1185.95,0,0,1083.44,2269.39,Stayed,Others,Others
18347-GUJ,Female,59,No,Gujarat,15,36,"Deal 1",No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,"Two Year",Yes,"Mailed Check",47.4,3177.25,0,0,0,3177.25,Stayed,Others,Others
18349-RAJ,Male,37,No,Rajasthan,4,2,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",70.15,886.7,8.53,0,339.69,1217.86,Stayed,Others,Others
18355-ODI,Female,30,Yes,Odisha,3,1,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.3,909.25,0,0,429.6,1338.85,Churned,Competitor,"Competitor offered higher download speeds"
18356-AND,Male,70,No,"Andhra Pradesh",3,6,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Mailed Check",110.55,7610.1,0,0,572.7,8182.8,Stayed,Others,Others
18357-JAM,Male,51,No,"Jammu & Kashmir",3,23,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.45,75.45,0,0,11.58,87.03,Churned,Competitor,"Competitor made better offer"
18365-KER,Female,76,Yes,Kerala,14,14,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",79.2,943.85,0,20,445.8,1409.65,Stayed,Others,Others
18385-KAR,Female,42,No,Karnataka,5,12,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",95.65,95.65,0,0,32.33,127.98,Churned,Attitude,"Attitude of service provider"
18408-TAM,Female,39,No,"Tamil Nadu",12,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",20.35,695.85,0,0,457.92,1153.77,Stayed,Others,Others
18411-KER,Male,39,Yes,Kerala,7,9,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.4,6692.65,0,0,2932.48,9625.13,Stayed,Others,Others
18417-GUJ,Female,77,Yes,Gujarat,9,18,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",50.5,2566.3,0,0,0,2566.3,Stayed,Others,Others
18430-MAH,Female,20,Yes,Maharashtra,3,3,"Deal 3",Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",77.2,2753.8,0,0,183.26,2937.06,Stayed,Others,Others
18432-RAJ,Female,66,Yes,Rajasthan,15,25,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",97.95,4917.9,0,0,784.98,5702.88,Stayed,Others,Others
18440-HAR,Male,30,Yes,Haryana,0,20,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",105.05,6004.85,0,0,1961.56,7966.41,Stayed,Others,Others
18465-MAH,Female,59,No,Maharashtra,3,34,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.25,1064.65,0,0,244.8,1309.45,Churned,Price,"Price too high"
18470-MAD,Male,47,Yes,"Madhya Pradesh",8,24,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,No,"One Year",No,"Credit Card",86.8,1940.8,0,90,382.49,2413.29,Stayed,Others,Others
18475-TAM,Male,37,No,"Tamil Nadu",7,19,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",110.85,5275.8,4.93,0,893.94,6164.81,Churned,Price,"Price too high"
18478-PUN,Female,40,No,Punjab,12,15,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.15,930.9,0,0,1347.5,2278.4,Stayed,Others,Others
18488-BIH,Male,34,No,Bihar,10,21,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",100.05,6034.85,0,0,2699.25,8734.1,Stayed,Others,Others
18521-RAJ,Male,76,Yes,Rajasthan,13,15,"Deal 5",Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.15,503.6,0,0,176.46,680.06,Churned,Attitude,"Attitude of service provider"
18570-HAR,Female,69,No,Haryana,13,30,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",110.5,6139.5,0,0,2639.28,8778.78,Stayed,Others,Others
18571-GUJ,Female,48,No,Gujarat,12,27,"Deal 4",Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",45.25,428.7,44.9,0,35.5,419.3,Stayed,Others,Others
18585-WES,Male,59,Yes,"West Bengal",9,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.55,608.5,0,0,634.2,1242.7,Stayed,Others,Others
18601-KAR,Female,40,Yes,Karnataka,13,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.4,1023.95,0,0,631,1654.95,Stayed,Others,Others
18618-TAM,Female,37,No,"Tamil Nadu",8,27,"Deal 5",Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",59.5,530.05,0,0,352.71,882.76,Stayed,Others,Others
18619-GUJ,Female,58,No,Gujarat,7,9,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",24.65,1620.45,0,0,965.47,2585.92,Stayed,Others,Others
18641-BIH,Male,65,No,Bihar,4,1,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",90.8,6397.6,0,0,1485.36,7882.96,Stayed,Others,Others
18670-CHH,Male,53,No,Chhattisgarh,6,2,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",105.7,7472.15,0,0,2066.81,9538.96,Stayed,Others,Others
18675-TEL,Male,47,No,Telangana,8,18,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",80,3182.95,0,0,1392.3,4575.25,Churned,Other,Moved
18699-HAR,Female,39,No,Haryana,12,5,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.35,212.3,0,0,206.76,419.06,Stayed,Others,Others
18706-TAM,Female,82,Yes,"Tamil Nadu",12,2,"Deal 5",Yes,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.6,195.05,0,0,63.82,258.87,Churned,Price,"Long distance charges"
18730-KAR,Female,78,No,Karnataka,7,14,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.6,644.35,0,0,153.37,797.72,Churned,Competitor,"Competitor made better offer"
18730-PUN,Male,29,No,Punjab,7,1,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",81,4976.15,0,0,2010.56,6986.71,Stayed,Others,Others
18732-BIH,Female,22,Yes,Bihar,6,10,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.35,1837.9,0,0,701.25,2539.15,Stayed,Others,Others
18756-MAD,Female,18,No,"Madhya Pradesh",15,7,"Deal 3",Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",58.6,2224.5,0,0,1878.63,4103.13,Stayed,Others,Others
18775-MAD,Female,20,Yes,"Madhya Pradesh",0,8,"Deal 3",Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",80.8,2369.3,0,0,478.2,2847.5,Stayed,Others,Others
18782-KAR,Male,30,Yes,Karnataka,15,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.45,1303.5,14.49,0,1646.4,2935.41,Stayed,Others,Others
18791-AND,Female,32,No,"Andhra Pradesh",1,28,None,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Credit Card",54.2,3623.95,0,0,0,3623.95,Stayed,Others,Others
18801-UTT,Female,57,Yes,"Uttar Pradesh",14,17,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.8,1001.2,21.53,0,173.04,1152.71,Stayed,Others,Others
18804-PUN,Female,71,No,Punjab,0,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",-7,1356.3,0,0,1422.78,2779.08,Stayed,Others,Others
18813-BIH,Female,66,Yes,Bihar,10,2,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.6,1273.3,0,0,526.68,1799.98,Stayed,Others,Others
18822-MAH,Female,40,Yes,Maharashtra,7,28,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Mailed Check",99.15,465.05,0,0,46.15,511.2,Churned,Other,Moved
18825-AND,Female,40,No,"Andhra Pradesh",12,3,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.7,169.8,0,0,28.14,197.94,Churned,Attitude,"Attitude of service provider"
18832-UTT,Female,63,Yes,"Uttar Pradesh",12,12,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",91.3,91.3,0,0,43.61,134.91,Churned,Attitude,"Attitude of service provider"
18842-HAR,Male,56,Yes,Haryana,2,30,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.75,5597.65,0,0,967.01,6564.66,Stayed,Others,Others
18861-JAM,Female,50,Yes,"Jammu & Kashmir",0,18,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",95.7,4976.15,0,0,424.32,5400.47,Stayed,Others,Others
18872-WES,Male,62,No,"West Bengal",8,9,None,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,"One Year",No,"Credit Card",52.7,3019.7,0,0,1210.16,4229.86,Stayed,Others,Others
18886-RAJ,Male,40,Yes,Rajasthan,13,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20.6,926,0,0,1537.36,2463.36,Stayed,Others,Others
18928-UTT,Female,64,No,"Uttar Pradesh",2,18,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",90.55,5116.6,0,40,156.8,5313.4,Stayed,Others,Others
18943-KAR,Female,51,No,Karnataka,5,26,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.1,100.35,0,0,150.3,250.65,Stayed,Others,Others
18986-ODI,Female,38,No,Odisha,11,4,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.2,193.8,0,0,85.78,279.58,Churned,Dissatisfaction,"Lack of self-service on Website"
18987-TAM,Female,33,No,"Tamil Nadu",14,22,"Deal 5",Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,"One Year",No,"Credit Card",48.6,422.3,20.45,0,270.63,672.48,Stayed,Others,Others
19000-HAR,Female,19,No,Haryana,8,6,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",105.9,6396.45,0,0,642,7038.45,Churned,Other,"Don't know"
19006-KAR,Female,23,Yes,Karnataka,4,1,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",70.4,281,0,70,164.48,515.48,Churned,Competitor,"Competitor had better devices"
19013-JAM,Female,45,Yes,"Jammu & Kashmir",14,34,"Deal 1",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",80.7,5617.95,0,0,287.7,5905.65,Stayed,Others,Others
19020-KER,Female,59,No,Kerala,1,20,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",48.65,235.2,0,0,67.7,302.9,Stayed,Others,Others
19039-TEL,Female,80,Yes,Telangana,0,16,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",94.95,1760.25,0,0,371.83,2132.08,Stayed,Others,Others
19043-MAH,Male,54,No,Maharashtra,3,15,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",94.8,4535.85,3.34,0,1891.75,6424.26,Stayed,Others,Others
19088-JAM,Female,51,Yes,"Jammu & Kashmir",9,11,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",89.65,5308.7,0,0,1430.45,6739.15,Stayed,Others,Others
19096-WES,Female,58,Yes,"West Bengal",14,28,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.75,1052.4,0,0,172.56,1224.96,Churned,Attitude,"Attitude of support person"
19122-KAR,Male,57,No,Karnataka,13,23,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.85,1039.45,14.67,0,601.55,1626.33,Stayed,Others,Others
19139-UTT,Female,32,No,Uttarakhand,3,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.6,1441.65,0,0,2243.32,3684.97,Stayed,Others,Others
19145-TAM,Male,42,No,"Tamil Nadu",15,23,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",94.1,5638.3,0,0,1643.34,7281.64,Churned,Competitor,"Competitor offered more data"
19152-ASS,Female,18,No,Assam,13,3,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Mailed Check",100.3,5200.8,0,0,441.49,5642.29,Stayed,Others,Others
19165-BIH,Female,52,No,Bihar,3,26,"Deal 2",Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",86.45,5175.3,0,0,275.11,5450.41,Stayed,Others,Others
19192-KAR,Female,49,No,Karnataka,15,9,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",106,4532.3,0,130,438.17,5100.47,Stayed,Others,Others
19200-TAM,Male,35,No,"Tamil Nadu",0,30,"Deal 4",Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",48.8,720.1,0,0,398.1,1118.2,Stayed,Others,Others
19220-TAM,Male,62,No,"Tamil Nadu",2,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,1090.1,0,0,1981.28,3071.38,Stayed,Others,Others
19232-HAR,Male,23,No,Haryana,10,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.45,943,0,0,310.67,1253.67,Stayed,Others,Others
19233-AND,Female,28,No,"Andhra Pradesh",14,36,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.65,251.75,0,0,129.81,381.56,Churned,Competitor,"Competitor offered more data"
19235-GUJ,Female,71,No,Gujarat,15,18,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",84.6,865.55,0,0,168.5,1034.05,Churned,Attitude,"Attitude of support person"
19250-KAR,Male,36,Yes,Karnataka,3,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.55,1070.25,0,0,506.5,1576.75,Stayed,Others,Others
19256-JAM,Female,63,Yes,"Jammu & Kashmir",2,21,"Deal 1",Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",74.35,5237.4,0,50,1239.12,6526.52,Stayed,Others,Others
19279-UTT,Female,35,No,"Uttar Pradesh",14,18,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",103.7,5656.75,0,20,1927.2,7603.95,Stayed,Others,Others
19280-TEL,Female,55,No,Telangana,7,32,"Deal 4",No,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",43.75,903.6,0,0,0,903.6,Churned,Dissatisfaction,"Network reliability"
19285-UTT,Female,27,Yes,"Uttar Pradesh",15,19,"Deal 4",No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",43.55,1011.5,0,0,0,1011.5,Stayed,Others,Others
19349-ODI,Male,67,Yes,Odisha,14,2,"Deal 2",Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",111.95,4534.9,0,0,1846.64,6381.54,Churned,Other,"Don't know"
19376-TAM,Female,76,No,"Tamil Nadu",6,13,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",91.95,3301.05,17.76,0,407.52,3690.81,Stayed,Others,Others
19389-TEL,Female,22,No,Telangana,4,9,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.25,1211.65,0,0,1648.85,2860.5,Stayed,Others,Others
19397-KER,Female,61,Yes,Kerala,4,13,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,"One Year",No,"Bank Withdrawal",65.2,3512.15,0,0,2224.32,5736.47,Stayed,Others,Others
19400-JHA,Male,34,No,Jharkhand,3,26,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.85,1284.2,0,0,287.36,1571.56,Churned,Other,"Don't know"
19404-WES,Female,24,No,"West Bengal",11,4,"Deal 5",No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",34.7,62.25,0,0,0,62.25,Churned,Competitor,"Competitor made better offer"
